CANDIDATE,MEAN,STDEV,90% UPPER BOUND,90% LOWER BOUND,No. of Std. Dev.,,,,,,,,,,,
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00175,0,,108,11/1/20 17:17,40000,7560,0,88179840,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.002275,0,,107,11/1/20 17:17,40000,9737,0,111478913,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0021,0,,106,11/1/20 17:17,40000,8904,0,100045344,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001075,0,,105,11/1/20 17:17,40000,4515,0,49777875,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0024,0,,104,11/1/20 17:17,40000,9984,0,107986944,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0022,0,,103,11/1/20 17:17,40000,9064,0,96159976,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001825,0,,102,11/1/20 17:17,40000,7446,0,77468184,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001625,0,,101,11/1/20 17:17,40000,6565,0,66969565,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00195,0,,100,11/1/20 17:17,40000,7800,0,78000000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0014,0.000025,,99,11/1/20 17:17,40000,5544,99,54336744,970299
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001675,0,,98,11/1/20 17:17,40000,6566,0,63059864,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00145,0,,97,11/1/20 17:17,40000,5626,0,52935034,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00125,0,,96,11/1/20 17:17,40000,4800,0,44236800,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001475,0,,95,11/1/20 17:17,40000,5605,0,50585125,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00165,0,,94,11/1/20 17:17,40000,6204,0,54818544,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000825,0,,93,11/1/20 17:17,40000,3069,0,26543781,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00155,0,,92,11/1/20 17:17,40000,5704,0,48278656,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001075,0,,91,11/1/20 17:17,40000,3913,0,32403553,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0006,0,,90,11/1/20 17:17,40000,2160,0,17496000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00185,0,,89,11/1/20 17:17,40000,6586,0,52167706,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0014,0,,88,11/1/20 17:17,40000,4928,0,38162432,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0005,0,,87,11/1/20 17:17,40000,1740,0,13170060,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00165,0,,86,11/1/20 17:17,40000,5676,0,41979696,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.001,0,,85,11/1/20 17:17,40000,3400,0,24565000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000525,0,,84,11/1/20 17:17,40000,1764,0,12446784,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0011,0,,83,11/1/20 17:17,40000,3652,0,25158628,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00095,0.000025,,82,11/1/20 17:17,40000,3116,82,20951984,551368
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00055,0,,81,11/1/20 17:17,40000,1782,0,11691702,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000875,0,,80,11/1/20 17:17,40000,2800,0,17920000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00095,0,,79,11/1/20 17:17,40000,3002,0,18735482,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000775,0,,78,11/1/20 17:17,40000,2418,0,14711112,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000875,0,,77,11/1/20 17:17,40000,2695,0,15978655,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000725,0,,76,11/1/20 17:17,40000,2204,0,12730304,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00055,0,,75,11/1/20 17:17,40000,1650,0,9281250,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0004,0,,74,11/1/20 17:17,40000,1184,0,6483584,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000575,0,,73,11/1/20 17:17,40000,1679,0,8947391,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0005,0,,72,11/1/20 17:17,40000,1440,0,7464960,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0005,0,,71,11/1/20 17:17,40000,1420,0,7158220,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00045,0,,70,11/1/20 17:17,40000,1260,0,6174000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000475,0,,69,11/1/20 17:17,40000,1311,0,6241671,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0006,0,,68,11/1/20 17:17,40000,1632,0,7546368,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0004,0,,67,11/1/20 17:17,40000,1072,0,4812208,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000425,0,,66,11/1/20 17:17,40000,1122,0,4887432,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000425,0,,65,11/1/20 17:17,40000,1105,0,4668625,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00045,0,,64,11/1/20 17:17,40000,1152,0,4718592,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000375,0.000025,,63,11/1/20 17:17,40000,945,63,3750705,250047
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000425,0,,62,11/1/20 17:17,40000,1054,0,4051576,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000275,0,,61,11/1/20 17:17,40000,671,0,2496791,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0004,0,,60,11/1/20 17:17,40000,960,0,3456000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000475,0,,59,11/1/20 17:17,40000,1121,0,3902201,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0005,0,,58,11/1/20 17:17,40000,1160,0,3902240,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000475,0,,57,11/1/20 17:17,40000,1083,0,3518667,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000325,0,,56,11/1/20 17:17,40000,728,0,2283008,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000225,0,,55,11/1/20 17:17,40000,495,0,1497375,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000325,0,,54,11/1/20 17:17,40000,702,0,2047032,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00015,0,,53,11/1/20 17:17,40000,318,0,893262,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000225,0,,52,11/1/20 17:17,40000,468,0,1265472,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000275,0,,51,11/1/20 17:17,40000,561,0,1459161,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00015,0,,50,11/1/20 17:17,40000,300,0,750000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000225,0,,49,11/1/20 17:17,40000,441,0,1058841,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0002,0,,48,11/1/20 17:17,40000,384,0,884736,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0001,0,,47,11/1/20 17:17,40000,188,0,415292,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00015,0,,46,11/1/20 17:17,40000,276,0,584016,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000175,0,,45,11/1/20 17:17,40000,315,0,637875,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000225,0,,44,11/1/20 17:17,40000,396,0,766656,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000225,0,,43,11/1/20 17:17,40000,387,0,715563,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0001,0,,42,11/1/20 17:17,40000,168,0,296352,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000125,0,,41,11/1/20 17:17,40000,205,0,344605,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000125,0,,40,11/1/20 17:17,40000,200,0,320000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00005,0,,39,11/1/20 17:17,40000,78,0,118638,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00025,0,,38,11/1/20 17:17,40000,380,0,548720,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00015,0,,37,11/1/20 17:17,40000,222,0,303918,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00015,0,,36,11/1/20 17:17,40000,216,0,279936,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0001,0,,35,11/1/20 17:17,40000,140,0,171500,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00015,0,,34,11/1/20 17:17,40000,204,0,235824,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00005,0,,33,11/1/20 17:17,40000,66,0,71874,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000175,0,,32,11/1/20 17:17,40000,224,0,229376,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00015,0,,31,11/1/20 17:17,40000,186,0,178746,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000025,0,,30,11/1/20 17:17,40000,30,0,27000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000125,0,,29,11/1/20 17:17,40000,145,0,121945,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000075,0,,28,11/1/20 17:17,40000,84,0,65856,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000075,0,,27,11/1/20 17:17,40000,81,0,59049,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000025,0,,26,11/1/20 17:17,40000,26,0,17576,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0001,0,,25,11/1/20 17:17,40000,100,0,62500,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0001,0,,24,11/1/20 17:17,40000,96,0,55296,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000125,0,,23,11/1/20 17:17,40000,115,0,60835,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00015,0,,22,11/1/20 17:17,40000,132,0,63888,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000025,0,,21,11/1/20 17:17,40000,21,0,9261,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000125,0,,20,11/1/20 17:17,40000,100,0,40000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000075,0,,19,11/1/20 17:17,40000,57,0,20577,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000075,0,,18,11/1/20 17:17,40000,54,0,17496,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000175,0,,17,11/1/20 17:17,40000,119,0,34391,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000075,0,,16,11/1/20 17:17,40000,48,0,12288,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0,0,,15,11/1/20 17:17,40000,0,0,0,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0001,0,,14,11/1/20 17:17,40000,56,0,10976,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000125,0,,13,11/1/20 17:17,40000,65,0,10985,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000025,0,,12,11/1/20 17:17,40000,12,0,1728,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0001,0,,11,11/1/20 17:17,40000,44,0,5324,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.0001,0,,10,11/1/20 17:17,40000,40,0,4000,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0,0,,9,11/1/20 17:17,40000,0,0,0,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00015,0,,8,11/1/20 17:17,40000,48,0,3072,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000025,0,,7,11/1/20 17:17,40000,7,0,343,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000025,0,,6,11/1/20 17:17,40000,6,0,216,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00005,0,,5,11/1/20 17:17,40000,10,0,250,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000375,0,,4,11/1/20 17:17,40000,60,0,960,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00005,0,,3,11/1/20 17:17,40000,6,0,54,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0,0,,2,11/1/20 17:17,40000,0,0,0,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.00015,0,,1,11/1/20 17:17,40000,6,0,6,0
2020,President,polls-plus,11/1/20,Trump,Biden,,0.000025,0,,0,11/1/20 17:17,40000,0,0,0,0
,,,,,,,1,1,,,,,,,,
